LevelOfTrust;ScanTimeInSeconds;TotalBasketValue;ScannedProducts;CountOfVoidedScans;ActivateWithoutScan;ModifiedQuantities
2;1107;17.4;6;11;6;3
6;1486;0.57;4;10;2;1
4;265;38.31;20;7;7;5
5;127;41.23;12;9;2;4
5;1281;12.1;25;2;6;3
5;62;4.15;27;1;0;1
5;100;8.75;3;2;2;4
4;1395;34.87;14;1;9;2
2;1354;23.69;17;5;4;1
4;1283;88.81;11;4;7;5
5;786;17.91;4;5;6;5
4;303;17.89;6;3;5;4
1;1061;76.37;11;3;1;5
2;638;34.75;18;3;3;2
6;987;27.81;30;11;4;4
1;1330;88.77;3;10;4;5
4;1055;16.56;14;11;9;3
5;118;17.37;10;4;4;2
2;1678;0.72;30;0;10;2
5;1458;83.82;4;0;0;4
1;1147;22.58;22;5;7;5
2;62;97.95;26;8;3;1
1;999;42.95;4;8;7;3
5;511;84.13;25;9;9;1
6;1123;1.46;6;10;9;1
2;1368;55.4;22;0;1;4
2;1286;72.8;14;0;8;2
3;559;40.99;5;3;4;2
3;737;65.72;24;5;10;5
1;1710;87.37;8;11;2;3
3;1539;77.86;17;8;8;3
6;992;3.19;3;8;5;2
4;1711;56.57;22;0;10;0
6;556;61.36;13;4;6;1
6;1442;44.02;15;11;0;4
6;1407;75.64;4;11;2;2
5;1511;2.33;29;1;8;0
3;912;68.11;25;4;9;0
3;68;24.09;14;11;1;2
3;942;81.49;22;7;9;5
2;549;55.54;22;1;6;4
5;1349;45.41;28;2;7;5
4;519;18.76;17;1;6;5
2;246;93.94;30;0;9;1
6;617;92.76;25;2;5;3
3;242;37.8;7;1;6;0
2;1377;56.44;21;4;8;3
4;789;10.82;12;8;6;3
6;899;39.63;14;5;9;2
1;1230;92.81;6;0;1;1
2;1545;53.26;12;9;10;4
1;337;62.37;25;10;4;4
1;373;43.14;6;3;8;5
2;1572;90.72;10;11;0;3
4;1556;48.47;30;5;4;3
2;578;15.04;14;0;0;0
1;1757;90.95;3;7;0;0
5;1095;46.44;15;11;5;0
2;1193;45.07;14;1;7;0
6;1624;23.12;10;7;2;2
1;1246;40.67;20;5;5;3
1;1809;77.78;20;9;2;3
2;922;19.43;19;8;2;4
2;1262;8.05;19;3;0;3
2;1602;44.46;19;11;7;4
2;116;87.28;29;6;4;0
1;907;81.11;18;11;6;3
1;1508;60.67;18;4;4;3
4;987;55.29;14;1;7;3
1;1744;71.79;16;7;10;2
1;1386;16.38;15;6;5;0
6;1058;49.63;19;0;6;2
1;339;5.91;22;7;2;1
3;1500;0.23;30;10;5;5
2;1379;81.1;14;9;0;3
2;859;40.62;29;6;7;2
2;1595;97.32;12;10;3;1
3;1223;75.2;5;9;9;5
1;1565;86.76;30;6;1;4
2;1542;25.57;10;2;3;5
2;12;70.53;22;5;9;3
5;762;22.26;19;10;6;3
1;1079;67.16;7;6;0;4
2;1027;30.78;6;6;0;5
2;397;1.66;3;5;1;1
5;194;78.63;18;0;3;3
3;1244;50.62;5;4;3;2
1;1294;100.09;16;11;8;1
3;439;102.4;6;9;8;0
2;1640;28.91;20;11;9;5
2;1581;13.37;25;5;10;1
6;379;49.98;20;9;4;5
2;207;43.57;4;0;4;0
2;654;3.79;5;4;2;2
6;1542;38.41;28;10;9;2
3;98;60.04;4;11;10;0
3;1361;87.48;25;8;7;3
2;1714;22.11;11;8;3;1
3;435;102.25;14;10;1;4
1;1720;70.97;10;4;3;2
3;860;60.82;23;7;3;0
3;674;42.9;30;2;4;4
5;812;48.83;17;0;1;0
3;752;43.44;13;7;3;3
5;1498;23.68;29;2;8;4
2;586;40.26;27;1;9;5
3;928;14.52;4;4;7;5
6;1072;93.26;16;9;3;1
3;756;18.92;23;11;1;3
5;1676;7.85;11;11;5;1
6;1037;76.29;28;8;1;4
2;1667;72.03;5;0;2;1
3;481;27.99;26;7;10;2
5;1350;4.89;10;11;0;4
5;1623;83.98;20;11;8;0
3;64;24.64;22;5;8;4
1;1070;42.52;30;7;4;2
2;1636;52.44;3;4;5;1
1;773;62.12;21;4;3;4
5;1101;10;9;5;7;4
6;913;87.39;26;3;2;5
1;821;13;19;0;1;2
6;147;75.62;1;6;2;0
2;380;27.76;29;0;7;3
5;1784;85.27;3;11;2;0
5;106;14.12;19;3;10;5
1;1484;53.14;3;6;8;1
3;224;83.82;10;10;10;5
1;1794;46.76;30;9;4;5
2;1560;24.11;3;9;9;0
3;1273;35.28;14;6;0;3
5;1242;19.41;4;7;9;1
1;340;15.71;1;0;7;4
5;398;51.89;25;10;8;2
6;1790;33.55;2;6;3;3
4;1193;39.4;17;9;6;4
5;1329;41.53;11;2;8;0
1;492;42.51;6;6;7;0
5;1389;9.52;28;1;3;2
1;1568;59.23;16;6;0;0
6;916;28.71;22;9;6;5
1;1574;99.3;6;5;8;3
6;1632;43.99;6;9;8;0
2;1004;48.7;18;10;10;0
1;1277;94.81;7;1;9;5
5;863;78.96;21;11;7;2
5;590;50.45;20;7;0;1
6;1076;24.51;28;3;10;1
2;116;77.51;10;11;9;1
5;1266;87.43;30;2;3;3
6;137;89.87;5;0;0;5
1;1705;32.48;18;5;1;0
6;182;51.17;11;10;3;0
5;278;96.08;28;8;7;1
6;191;97.02;25;5;7;5
2;1643;29.53;26;3;0;1
3;1068;43.42;11;9;1;3
4;316;27.75;8;4;0;5
3;570;77.86;13;9;9;2
1;1022;94.89;9;8;9;3
4;613;1.44;23;2;9;3
3;969;49.52;7;5;3;1
4;275;84.75;16;10;7;5
4;869;77.7;21;2;6;2
2;286;56.77;12;8;9;4
4;1430;55.18;8;3;10;4
2;1415;53.74;22;4;10;4
2;1817;26.72;11;2;1;4
5;294;84.84;8;2;5;0
1;368;4.52;1;6;3;5
1;1545;95.99;9;4;3;5
5;890;18.56;30;9;6;5
5;1381;53.54;7;3;5;4
6;1448;88.6;21;11;2;3
5;872;42.7;6;3;6;5
6;387;64.67;3;6;9;3
1;289;53.91;8;1;0;1
3;1536;68.67;12;4;6;4
2;1238;60.27;2;0;4;1
6;1348;93.1;13;10;1;1
3;362;77.34;22;7;1;4
1;1334;40.21;14;5;4;4
6;1645;78.63;22;0;7;3
6;1753;92.62;10;10;8;3
5;471;94.76;11;8;1;4
3;1498;100.26;29;1;0;3
1;1016;54.94;5;7;6;3
2;1217;46.3;8;3;4;2
5;1033;72.8;12;0;1;5
4;23;56.08;12;1;8;0
2;1246;98.07;11;8;0;4
4;1689;57.16;14;7;8;5
2;427;45.78;18;10;7;1
3;776;97.36;28;7;6;2
3;578;1.73;26;7;6;2
5;1012;80.14;18;9;10;4
1;46;62.69;4;10;1;3
4;1081;13.76;19;1;7;4
4;1905;31.33;14;6;9;0
4;1002;63.05;29;7;2;0
4;1354;20.85;26;6;0;3
2;1740;23.43;26;8;10;3
3;147;13.17;18;6;9;2
3;1451;62.37;8;5;10;1
5;1700;65.24;26;2;6;4
6;1030;32.3;18;9;6;5
2;1378;84.87;19;11;6;5
6;495;56.31;1;6;5;3
2;1206;48.4;24;10;6;3
3;677;18.99;7;11;1;2
4;169;69.91;12;0;0;3
3;1204;66.54;30;5;2;1
5;1637;41.27;1;3;7;2
2;522;5.48;28;11;7;4
6;1386;4.58;8;10;1;2
4;1736;25.31;18;6;8;2
1;112;95.88;28;8;6;0
3;301;86.94;25;7;3;1
2;1245;67.97;14;6;9;3
1;510;51.84;19;9;3;3
4;33;6.88;18;8;1;2
4;78;81.94;7;1;2;2
4;453;79.9;22;10;8;5
5;1675;26.14;12;2;0;1
1;1674;99.77;10;7;5;3
4;1712;36.92;4;2;4;5
2;1080;20.31;4;1;3;4
6;881;37.2;5;3;9;0
4;447;35.39;8;1;10;0
4;987;35.99;9;6;1;5
4;1227;59.58;19;1;10;3
4;1852;69.12;4;2;9;3
3;1526;45.73;27;9;0;4
4;69;4.48;4;1;5;3
4;243;45.31;17;3;4;5
4;1272;31.7;5;2;2;0
5;1445;20.59;6;8;3;0
1;1358;71.37;11;2;10;5
4;786;16.76;22;4;1;3
6;607;42.45;17;8;9;4
1;332;53.65;22;4;3;0
1;816;42.72;24;1;6;4
6;446;4.78;9;9;8;4
6;1078;91.73;3;6;0;0
1;235;79.43;15;4;6;1
2;900;44.42;21;7;2;4
1;695;53.94;18;8;3;2
5;651;35.8;13;6;4;2
4;1071;5.66;4;4;10;3
6;55;67.52;27;7;9;4
2;551;56.45;17;7;9;4
4;34;38.96;21;3;7;4
3;1225;4.64;28;2;5;2
1;347;44.63;16;10;3;5
5;585;83.8;5;8;7;4
6;1050;10.97;29;1;9;0
6;1466;71.14;18;0;6;3
6;1569;35.86;21;7;8;5
5;1636;18.32;3;11;6;4
6;1364;19.23;6;6;4;4
6;1300;21.58;4;1;2;2
4;301;4.88;30;8;10;4
5;1306;22.27;21;11;4;2
6;1789;15.83;23;11;10;3
1;482;50.3;15;5;7;0
5;1606;68.41;2;9;7;5
4;164;2.72;3;10;2;3
6;1042;98.01;17;7;1;1
1;1565;14.17;26;7;6;4
2;275;95.98;26;8;9;5
1;606;83.28;19;1;8;0
2;1197;26.26;2;11;0;3
5;1180;16.94;1;9;3;5
3;795;27.57;6;0;0;2
2;957;103.82;16;9;10;3
2;592;82.41;13;1;2;5
1;1214;89.39;4;0;5;5
6;1368;71.17;24;10;1;0
1;1084;84.29;9;9;9;0
3;1823;3.26;28;8;0;4
1;397;43.46;3;9;6;0
3;1737;52.41;11;9;8;4
5;295;3.27;25;10;5;1
3;560;16.68;16;7;5;1
5;1834;32.3;23;5;6;1
4;1732;86.5;26;7;6;0
1;880;34;3;5;2;0
4;1270;2.33;22;6;0;4
6;1473;49.06;2;1;6;0
1;1208;64.47;26;10;3;3
6;745;54.79;4;6;9;3
5;1275;33.02;10;7;3;2
3;1669;32.58;21;2;7;0
1;1539;98.6;3;9;0;4
6;1277;82.72;28;1;3;5
6;232;2.16;20;7;4;0
6;1463;68.86;16;2;2;2
2;643;77.24;23;1;0;3
2;552;25.43;17;11;10;3
2;1181;6.03;11;9;4;5
3;1487;37.7;9;1;9;0
1;859;57.94;6;1;2;5
6;1526;42.38;2;10;10;4
3;67;79.23;18;2;1;4
2;888;83.85;28;0;6;4
5;185;0.22;22;7;7;5
3;1751;94.87;8;9;3;3
6;981;16.92;12;6;10;1
1;367;46.16;3;3;10;4
6;1639;56.25;13;1;5;5
3;65;23.96;11;0;4;0
4;778;18.08;28;8;2;4
5;633;92.78;29;2;4;0
5;293;16.3;19;5;8;5
6;1400;58.71;26;8;8;2
2;1149;32.62;22;5;6;1
6;1593;23.21;23;2;10;3
1;483;76.34;28;3;10;5
6;201;9.66;26;7;10;5
6;324;73.85;5;1;10;5
2;539;34.71;18;5;2;0
6;1300;83.2;26;5;8;2
4;1677;50.53;9;10;0;0
4;130;90.82;29;2;1;2
5;306;36.91;19;6;2;2
5;1743;12.63;2;11;3;3
1;1261;14.42;28;2;1;1
5;1165;13.13;28;4;9;5
2;629;65.96;17;2;2;3
3;306;36.56;14;9;10;4
6;512;58.15;20;8;6;0
5;1783;88.14;2;5;10;3
3;1371;60.39;24;0;2;1
4;1156;74.89;23;9;4;0
3;28;81.92;10;4;4;5
3;96;42.72;19;7;4;5
1;978;60.93;23;5;9;0
5;420;40.89;28;3;1;4
5;253;2.48;14;2;0;4
6;28;33.97;25;4;0;2
2;1089;24.69;22;9;3;1
5;1291;16.9;7;3;10;5
2;468;74.83;18;9;3;3
3;210;62.81;4;11;3;1
1;1194;85.42;23;0;2;0
1;499;71.73;1;1;10;3
3;1027;57.13;26;8;6;0
1;1165;47.28;16;11;2;2
1;494;38.6;29;9;3;5
3;1901;67.28;24;0;9;4
6;1837;3.17;10;9;10;5
5;1497;85.47;2;7;8;0
5;1193;22.35;29;4;0;4
4;280;71.54;28;4;9;4
5;197;25.57;11;5;0;2
6;256;54.74;1;11;6;3
2;208;85.13;30;7;5;5
3;713;67.68;15;5;9;1
1;434;44.54;2;11;3;3
1;1728;47.3;24;11;5;2
4;760;63.91;9;0;9;0
5;220;30.88;7;5;3;0
2;1551;57.46;19;3;3;0
3;67;46.09;3;11;4;1
3;943;81.02;9;4;5;2
4;687;95.82;20;10;5;2
5;712;17.94;16;0;0;2
2;1596;86.24;10;2;4;3
6;1069;99.51;25;5;0;1
2;485;93;15;7;10;2
4;548;87.84;9;5;3;0
5;298;14.38;17;4;0;1
4;1055;81.72;2;10;1;2
2;554;8.08;18;3;10;1
2;995;70.48;24;9;9;5
4;166;11.26;24;0;5;4
4;92;50.28;17;6;6;0
5;1378;89.77;28;9;7;3
2;645;92.73;14;0;1;1
6;1591;103.69;9;1;7;0
2;414;101.3;24;11;5;2
2;548;11.4;18;3;0;3
4;569;39.95;29;4;9;0
5;1326;47.24;6;6;1;1
6;1212;58.15;1;11;0;5
2;531;2.25;2;4;10;3
1;579;97.72;15;3;2;2
4;160;94.51;23;8;7;4
1;1347;40.3;20;0;7;5
4;1428;71.05;10;9;1;4
4;1561;68.36;3;7;5;4
5;69;2.03;20;11;4;5
5;384;71.07;1;7;1;5
5;1044;47.93;25;10;4;5
4;125;65.14;6;0;9;0
6;962;26.57;26;7;3;2
2;1135;43.88;3;1;7;2
3;608;91.42;16;3;7;4
3;798;29.58;25;11;9;2
1;1533;78.99;9;11;1;3
5;10;65.62;14;1;7;0
3;1542;82.88;22;9;2;3
6;600;92.88;15;10;3;5
6;1302;50.12;13;7;3;5
4;357;36.8;27;4;5;0
6;807;0.66;23;9;7;5
2;8;58.09;5;4;4;2
6;763;20.83;16;10;5;5
4;1180;29.09;18;6;6;3
6;1362;85.17;21;5;0;3
5;1302;25.96;29;6;2;5
6;204;25.5;17;9;1;2
6;953;86.92;20;2;2;5
5;1176;19.76;5;5;3;3
5;381;86.17;26;1;8;2
1;830;95.44;30;7;0;4
6;1298;82.95;12;3;5;0
3;703;54.82;11;0;8;3
1;192;61.82;27;0;1;4
2;48;83;26;1;2;3
3;266;86.71;15;7;7;1
4;1418;23.66;30;4;5;4
2;398;5.87;29;1;9;1
5;1491;76;18;10;8;2
3;1853;72.7;20;2;1;0
6;1762;57.68;5;5;10;0
2;522;46.78;13;4;8;0
1;1449;32.68;26;8;7;2
4;1771;38.87;29;8;2;3
5;1380;57.49;8;2;1;5
2;1646;8.66;4;2;8;2
4;1215;43.32;18;6;5;0
2;1008;19.84;6;10;0;4
5;1393;36.83;5;11;3;3
3;1889;58.5;6;10;8;0
3;144;85.87;27;4;5;0
6;340;82.44;18;5;4;0
2;473;26.98;2;1;7;3
6;3;18.89;13;6;8;4
2;410;63.56;12;1;5;2
3;862;63.73;24;2;6;2
3;1293;53.77;3;9;5;4
1;916;28.74;14;7;4;4
2;1006;75.8;4;3;8;4
2;1048;2.05;20;0;0;1
5;352;1.01;11;7;7;3
4;1326;86.04;22;10;4;2
1;66;18.05;11;0;6;3
4;1696;84.51;30;10;7;0
1;56;12.53;30;5;6;0
5;882;55.75;29;11;10;3
4;1420;43.24;21;9;1;2
1;941;21.77;24;6;0;0
2;733;23.8;27;5;5;5
1;263;0.65;16;6;4;4
1;338;11.49;3;8;1;1
5;797;1.13;22;2;6;3
4;256;30.92;17;9;6;0
4;1427;15.49;1;1;2;3
5;999;6.24;5;9;4;3
4;68;43.94;16;1;4;5
6;1727;62.63;20;10;5;1
4;1539;47.04;6;1;7;5
5;513;91.75;2;1;9;3
4;447;94.92;8;8;9;5
2;1534;53.16;20;9;1;4
4;188;74.25;10;8;9;1
4;1087;57.19;19;3;10;4
6;1449;21.76;5;11;2;2
5;304;98.44;8;11;3;2
6;1886;92.57;22;8;6;2
6;1716;85.32;8;6;3;3
6;587;60.34;25;0;4;2
5;1572;83.48;13;10;7;1
4;1116;0.42;22;8;7;2
5;1353;5.57;9;10;8;0
1;527;72.82;7;9;3;1
4;58;35.03;27;2;7;3
5;90;45.93;3;6;9;1
2;243;49.9;29;0;7;3
5;857;77.92;1;1;9;0
1;1045;79.8;10;1;8;1
5;846;60.54;3;4;0;3
2;435;25.91;11;9;0;5
2;1726;15.83;11;8;2;5
2;1428;51.13;6;10;9;0
3;275;57.24;12;1;0;1
5;1345;26.57;21;8;0;2
1;1485;11.18;22;10;7;4
6;103;59.12;2;3;5;2
5;1356;12.98;24;2;0;3
6;505;87;29;2;4;3
1;69;34.7;29;4;4;4
5;630;31.16;26;7;7;0
5;125;78.76;7;1;5;3
3;1440;76.79;25;3;5;2
6;1048;95.66;24;6;0;1
1;735;84.92;30;3;2;0
4;983;35.99;21;8;5;0
1;1183;72.92;8;3;5;3
5;1699;78.04;6;6;6;1
5;846;46.94;17;4;1;1
5;1490;69.18;22;5;0;3
3;1614;39.81;16;2;1;1
5;218;79.5;19;6;7;4
2;747;88.07;17;0;7;0
1;402;24.34;10;10;0;3
2;1492;57.84;2;10;6;3
4;1334;43.39;20;3;4;4
1;334;5.75;7;1;8;5
5;353;36.13;1;4;6;5
5;404;61.87;21;6;2;2
2;283;90.83;29;6;4;3
4;971;62.43;9;4;1;5
1;1187;40.52;14;4;1;4
4;1795;77.03;28;7;3;0
4;1455;91.61;10;10;1;3
1;1862;40.45;27;11;2;1
6;608;91.69;12;10;5;0
1;192;39.22;7;11;7;4
2;166;94.42;11;4;6;5
4;1009;87.72;16;5;1;1
1;1231;44.26;5;10;6;5
6;1212;47.33;2;1;1;5
4;1430;70.13;30;10;1;1
6;1527;9.46;14;1;8;4
6;1671;5.7;1;5;5;4
6;1458;87.41;6;2;7;0
5;788;72.41;14;10;1;5
2;551;77.16;7;9;3;0
1;1537;35.94;4;4;1;1
3;977;44.51;7;7;9;5
1;951;89.89;15;5;7;3
2;1814;0.53;26;4;0;1
4;129;56.95;11;8;2;0
5;61;54.68;3;5;6;0
2;44;66.74;4;3;6;4
1;1003;79.94;28;10;2;5
6;1388;95.29;11;11;10;4
4;23;7.56;20;8;2;2
5;859;82.05;15;6;6;0
2;1082;84.22;6;4;10;2
5;491;78.61;3;4;1;4
5;220;13.75;1;5;4;4
3;598;85.03;25;0;6;0
6;918;25.17;15;1;10;3
1;1135;46.86;14;7;9;2
3;215;31.62;29;5;0;1
2;483;48.54;24;10;7;1
5;780;70.41;22;8;10;5
5;882;97.8;19;5;4;4
2;1593;66.19;14;1;7;0
4;883;38.31;11;2;8;5
2;1143;66.9;11;7;8;0
2;295;32.44;6;9;10;2
3;423;21.71;30;7;1;3
4;1189;55.84;9;11;5;5
3;1327;87.42;3;6;0;2
2;1740;62.32;2;8;7;5
1;1674;60.57;15;1;6;4
3;1075;76.87;24;0;10;2
4;299;20.5;5;1;9;5
1;1547;10.29;19;7;2;5
6;807;91.71;9;5;4;1
6;399;95.74;29;0;3;4
2;1542;59.16;14;8;0;1
2;1795;57.45;30;7;4;4
6;521;90.93;2;5;9;4
1;440;82.78;17;7;4;4
5;11;12.6;10;1;8;0
6;270;86.66;30;4;5;5
3;515;48.18;30;6;4;3
2;982;96.51;15;10;10;3
6;1613;53.7;2;10;4;4
1;940;56.61;9;7;9;4
1;1640;43.94;8;0;2;0
1;304;38.52;2;7;0;3
4;1782;92.04;25;4;7;0
5;618;28.73;24;2;4;2
3;572;57.5;22;3;9;3
3;979;7.67;14;10;10;5
1;1135;91.82;26;2;7;3
4;998;2.43;11;1;1;0
2;411;12.72;15;6;10;3
4;1469;39.88;22;7;9;2
6;1126;98.56;15;5;4;4
3;1373;32.72;19;11;8;0
6;329;33.75;15;3;2;4
4;1882;60.37;12;8;4;3
6;765;20.74;29;8;3;4
3;815;5.72;14;7;5;1
2;861;1.96;5;4;0;3
5;1335;23.94;11;5;7;5
2;1090;84.36;29;1;8;4
3;876;50.24;19;2;9;1
6;1495;72.59;13;10;9;1
5;41;99.14;14;5;7;5
6;614;58.64;10;7;6;5
4;64;18.97;9;9;8;3
4;916;34.68;10;9;2;4
6;427;31.19;2;2;9;0
3;1266;38.23;20;7;5;1
2;541;67.36;12;0;10;2
1;657;60.67;22;10;10;5
6;756;78.83;23;11;1;1
4;605;21.55;7;8;10;0
1;388;99.39;26;8;7;3
6;1496;27.5;7;1;10;4
2;1284;0.79;16;8;8;5
2;920;93.23;16;11;9;0
4;1137;48.97;6;6;1;5
3;830;101.69;19;0;0;5
6;1018;39.29;20;0;9;5
2;202;3.44;14;6;10;2
1;1068;7.28;12;11;3;3
1;79;40.11;22;0;4;1
6;1396;20.23;6;10;10;3
2;101;56.33;5;2;7;3
2;384;13.87;2;3;8;0
5;1613;15.62;12;1;10;2
6;365;69.6;12;6;0;1
2;1552;63.85;3;2;10;0
6;1361;54.69;25;4;7;2
6;520;66.87;30;7;0;1
1;36;40.29;16;4;5;4
2;1075;31.92;22;7;8;3
1;211;49;25;10;0;1
4;1471;69.2;18;11;3;1
1;643;29.8;1;7;1;2
6;1113;58.38;11;8;6;1
5;864;74.58;22;2;2;2
3;22;96.42;10;10;2;3
3;481;15.87;7;8;9;1
1;1387;42.97;4;3;3;3
1;1735;17.09;22;11;10;1
6;47;84.03;26;0;4;5
5;1810;70.6;20;0;4;5
6;1740;53.64;5;2;7;2
3;702;61.83;5;4;1;5
4;1477;72.44;13;6;5;1
5;821;96.14;23;2;9;1
4;1269;3.3;7;11;8;4
4;588;19.34;23;3;7;4
4;1401;27.23;23;9;10;1
3;480;53.04;5;0;5;5
4;1022;39.92;4;3;4;4
1;567;18.87;5;8;3;3
3;1681;45.48;25;10;9;1
6;1617;50.94;18;9;4;4
1;742;82.81;16;7;6;1
4;1437;5.73;18;5;2;0
3;1168;6.91;4;9;10;2
6;477;36.5;5;3;2;4
2;1358;14.86;21;5;6;4
2;979;11.84;16;7;2;4
3;1794;89.96;9;10;10;0
3;1695;88.26;30;5;10;5
3;354;68.41;1;2;4;1
2;632;76.47;16;7;0;2
5;1002;22.63;17;7;3;3
6;824;3.64;9;8;4;4
5;787;86.39;2;5;7;4
2;1014;51.1;8;5;9;4
5;1507;90.56;7;0;2;5
3;1019;89.67;10;6;10;5
5;1276;10.24;5;4;0;5
6;1190;31.44;18;7;5;2
3;1678;60.79;20;2;6;5
1;357;41.98;2;6;10;3
2;1112;20.17;8;11;4;0
5;1738;25.97;18;6;0;0
4;573;31.53;15;10;3;0
6;1755;4.23;28;6;4;0
1;659;88.24;24;7;7;0
1;376;87.9;22;10;8;2
6;13;60.9;20;4;4;5
1;1804;55.22;3;4;3;2
2;343;22.57;7;3;4;5
2;267;34.82;1;8;9;3
4;1448;47.54;18;6;0;0
1;1202;69.89;5;7;10;2
2;1698;59.36;20;10;1;3
2;1272;77.02;1;3;8;4
6;497;78.36;20;1;6;1
2;719;15.97;9;7;5;3
5;1399;40.29;24;6;7;3
1;724;39.09;3;2;2;2
5;322;17.25;20;0;0;1
4;939;2.45;21;1;9;5
1;71;49.29;8;10;10;2
2;1775;21.73;17;6;4;2
1;632;57.9;27;2;9;5
1;905;55.92;25;11;5;1
2;648;30.04;6;11;4;3
5;1237;81.69;25;9;10;0
1;203;24.62;4;1;10;3
3;122;50.57;3;1;2;5
6;1474;68.49;9;11;2;3
6;1220;57.4;14;11;2;3
6;596;0.09;12;10;5;2
3;116;48.22;11;10;8;0
6;1651;14.65;30;9;6;2
6;1100;38.97;1;10;6;4
2;1361;51.4;13;11;6;1
2;1014;40.7;1;11;8;1
3;1142;93.01;26;3;4;5
5;645;28.34;26;9;0;0
5;384;98.73;22;4;5;3
4;1725;35.47;17;0;4;5
4;851;97.72;14;4;0;3
6;491;12.08;6;7;8;1
6;152;92.57;9;3;1;0
3;1688;9.47;12;8;7;4
4;1162;81.86;6;6;5;5
3;689;98.29;14;7;0;2
4;1422;68.39;12;2;7;1
2;280;78.46;21;6;0;0
6;450;11.16;21;8;3;2
2;1102;91.45;21;11;3;0
3;169;49.18;21;9;9;3
6;853;91.63;4;9;9;3
4;1121;4.07;4;9;9;1
2;1476;6.09;11;3;2;0
6;234;44.7;25;0;6;0
3;202;5.67;8;5;9;0
4;271;84.56;7;3;0;1
5;842;33.91;30;0;10;5
3;912;31.97;10;0;4;5
3;817;39.64;27;0;7;4
6;834;25.8;29;8;5;5
6;582;52.48;3;4;0;2
6;478;54.28;15;6;10;5
6;1583;84.8;1;0;1;1
3;1272;36.84;17;0;2;0
3;843;28.4;15;2;4;1
2;425;54.34;1;3;2;0
2;45;28.54;2;7;9;0
5;1397;61.13;30;11;1;0
2;105;88.22;18;4;9;1
6;9;69.75;15;1;5;1
5;644;3.77;5;2;9;3
2;1569;21.39;3;11;10;2
5;212;71.52;4;8;2;1
1;1699;74.53;25;1;3;3
1;1007;65.96;10;2;9;1
1;1262;71.38;15;5;10;5
5;1270;76.83;9;1;8;4
2;73;95.75;15;2;5;5
4;865;60.03;5;10;0;0
3;585;71.95;19;1;5;4
4;510;59.08;3;6;8;5
3;1273;1.87;12;5;10;5
6;1228;89.77;3;7;6;0
6;624;36.22;5;2;9;2
1;1753;47.48;23;10;1;0
6;915;91.87;8;2;5;3
3;1699;56.08;20;9;0;1
3;323;15.39;11;9;4;5
5;283;67.1;29;5;8;2
6;789;88.51;20;0;3;0
1;1167;18.72;1;2;2;2
6;1506;0.89;25;4;3;0
1;1134;21.89;24;3;9;4
5;41;67.65;29;9;7;2
5;927;63.41;23;2;0;1
6;518;53.4;19;0;4;5
2;468;80.12;28;4;0;3
1;1359;3.73;7;6;9;3
2;814;95.45;27;0;5;0
6;547;99.58;30;5;9;4
1;1255;87.34;24;7;0;3
4;1277;10;18;10;1;5
5;1276;11.32;26;4;6;5
4;80;59.05;22;3;1;4
1;1719;38.71;23;10;0;3
1;1330;40.76;30;9;7;5
3;907;51.85;19;0;9;0
4;1309;67.51;14;7;9;1
1;350;16.64;7;4;4;0
4;818;80.26;3;4;6;1
6;951;71.59;11;9;7;3
3;371;35.48;22;10;6;1
5;755;49.79;9;6;4;2
6;570;52.86;20;3;10;1
3;1480;49.71;30;6;10;2
5;505;55.72;26;1;4;0
4;1465;32.96;10;10;10;2
3;825;15.43;26;6;4;4
6;586;88.17;24;0;10;2
1;442;88.35;28;5;5;1
2;1399;84.59;9;6;2;3
2;158;35.67;8;11;1;3
3;861;75.09;27;1;10;2
6;201;71.06;3;2;1;2
5;943;58.57;6;1;2;5
2;338;37.89;14;7;9;1
3;1798;38.19;10;8;7;1
5;1625;52.08;23;10;7;5
5;644;15.91;6;10;7;0
2;1320;35.21;12;10;6;0
1;812;1.2;8;3;5;2
3;1351;46.93;11;1;6;4
5;314;63.77;23;4;10;2
4;1222;89.27;4;1;1;0
3;742;27.78;18;10;0;4
3;1146;24.25;3;9;10;1
1;827;75.71;17;5;7;3
2;1677;62.75;22;9;8;1
4;277;66.56;7;11;7;3
3;819;57.94;23;9;2;4
5;1648;89.37;25;10;5;3
1;870;25.49;1;0;0;2
4;667;56.99;14;5;10;5
2;649;39.52;8;11;8;0
6;1726;64.08;23;0;0;1
1;1371;88.69;13;2;9;0
4;1701;63.75;10;6;9;3
2;1553;95.66;24;7;10;3
2;330;5.91;16;0;8;1
3;303;14.1;14;4;9;4
6;1345;59.54;1;9;9;0
4;505;2.84;12;7;8;1
3;167;13.22;15;0;1;5
5;1606;98.65;30;5;9;0
3;555;36.12;3;1;3;2
6;441;65.16;17;11;5;2
6;894;75.45;25;7;0;3
2;740;18.08;24;5;8;1
1;72;14.56;14;0;1;3
1;1412;44.73;17;0;6;2
6;687;76.68;2;2;8;3
5;557;58.45;18;0;10;0
5;1808;7.64;26;9;3;3
3;1238;55.06;6;1;3;5
3;20;49;7;7;6;4
4;899;69.49;26;6;3;4
2;1300;30.05;15;9;0;5
4;48;56.6;19;4;10;2
3;1515;75.93;28;2;9;5
3;810;7.32;25;8;0;5
4;1149;7.64;13;11;8;4
1;378;11.95;24;0;5;5
3;1719;21.04;28;11;8;3
1;614;81.26;2;6;9;4
5;547;73.9;2;9;6;0
3;800;87.4;8;1;9;1
5;986;88.12;9;9;4;5
